symbol,timestamp,open,high,low,close,volume,sector
KO,2024-03-21T16:00:00Z,187.8382,188.3987,183.6192,184.1688,1494258,STAPLES
PG,2024-03-21T16:00:00Z,234.7965,235.8346,234.2047,235.2417,1385014,STAPLES
AAPL,2024-03-22T16:00:00Z,40.3148,40.3394,39.782,39.8062,991589,TECH
MSFT,2024-03-22T16:00:00Z,58.3786,58.5415,58.1276,58.2903,899143,TECH
NVDA,2024-03-22T16:00:00Z,68.5146,68.5301,66.3151,66.33,1179034,TECH
JPM,2024-03-22T16:00:00Z,94.1913,94.3987,90.4818,90.6814,1276755,FINANCIALS
GS,2024-03-22T16:00:00Z,110.29,110.359,108.6163,108.6843,724916,FINANCIALS
BAC,2024-03-22T16:00:00Z,127.4065,127.861,123.7948,124.238,1016896,FINANCIALS
XOM,2024-03-22T16:00:00Z,174.2492,174.6085,171.9769,172.3322,1455399,ENERGY
CVX,2024-03-22T16:00:00Z,184.803,184.9992,183.4979,183.693,895691,ENERGY
KO,2024-03-22T16:00:00Z,184.1932,184.4926,182.8223,183.12,918657,STAPLES
PG,2024-03-22T16:00:00Z,235.3527,236.2442,233.4858,234.3736,856845,STAPLES
AAPL,2024-03-25T16:00:00Z,39.7404,40.2325,39.581,40.0718,1377399,TECH
MSFT,2024-03-25T16:00:00Z,58.3551,58.677,57.6371,57.9567,1176632,TECH
NVDA,2024-03-25T16:00:00Z,66.1506,66.6043,65.9083,66.3612,1163723,TECH
JPM,2024-03-25T16:00:00Z,90.6598,90.8319,90.0498,90.221,1463594,FINANCIALS
GS,2024-03-25T16:00:00Z,108.6506,109.3359,108.5693,109.2541,1086850,FINANCIALS
BAC,2024-03-25T16:00:00Z,124.2188,124.2235,121.1028,121.1074,1328028,FINANCIALS
XOM,2024-03-25T16:00:00Z,172.4518,173.3584,171.2852,172.1905,1121988,ENERGY
CVX,2024-03-25T16:00:00Z,183.8847,184.311,179.8177,180.2356,780519,ENERGY
KO,2024-03-25T16:00:00Z,183.4378,184.4276,179.3381,180.311,1472476,STAPLES
PG,2024-03-25T16:00:00Z,234.8829,235.8116,231.2264,232.1442,1466668,STAPLES
AAPL,2024-03-26T16:00:00Z,40.0817,40.1067,40.019,40.044,980779,TECH
MSFT,2024-03-26T16:00:00Z,57.9078,58.0543,57.751,57.8975,773423,TECH
NVDA,2024-03-26T16:00:00Z,66.2802,66.2974,65.7392,65.7562,1483386,TECH
JPM,2024-03-26T16:00:00Z,90.1626,90.2577,89.6573,89.752,1335528,FINANCIALS
GS,2024-03-26T16:00:00Z,109.1337,109.3149,109.0004,109.1815,1487810,FINANCIALS
BAC,2024-03-26T16:00:00Z,121.0123,122.9674,120.6827,122.6334,1296320,FINANCIALS
XOM,2024-03-26T16:00:00Z,172.0755,172.161,168.1572,168.2409,856742,ENERGY
CVX,2024-03-26T16:00:00Z,180.1844,181.1778,179.8619,180.854,1252504,ENERGY
KO,2024-03-26T16:00:00Z,180.0402,183.2589,178.508,181.7126,1118981,STAPLES
PG,2024-03-26T16:00:00Z,232.2905,233.3074,231.4479,232.4642,832249,STAPLES
AAPL,2024-03-27T16:00:00Z,40.069,41.7399,39.8145,41.4764,956820,TECH
MSFT,2024-03-27T16:00:00Z,58.0152,58.1705,57.7142,57.8691,869716,TECH
NVDA,2024-03-27T16:00:00Z,65.6786,66.1097,65.5086,65.939,1128959,TECH
JPM,2024-03-27T16:00:00Z,89.7675,89.8759,89.3471,89.455,1366613,FINANCIALS
GS,2024-03-27T16:00:00Z,109.0221,109.4066,107.9505,108.3325,1355395,FINANCIALS
BAC,2024-03-27T16:00:00Z,122.7794,123.6228,122.6278,123.4703,779323,FINANCIALS
XOM,2024-03-27T16:00:00Z,168.4903,172.1644,167.8131,171.4752,867610,ENERGY
CVX,2024-03-27T16:00:00Z,180.7041,181.9409,176.7657,177.9839,1182747,ENERGY
KO,2024-03-27T16:00:00Z,181.6141,184.9055,181.2042,184.4892,1317477,STAPLES
PG,2024-03-27T16:00:00Z,232.8376,236.4479,232.8028,236.4126,1556451,STAPLES
AAPL,2024-03-28T16:00:00Z,41.4342,41.4625,41.431,41.4594,803157,TECH
MSFT,2024-03-28T16:00:00Z,57.8833,58.4801,57.727,58.3226,935656,TECH
NVDA,2024-03-28T16:00:00Z,65.9062,66.1288,65.3489,65.5703,1316926,TECH
JPM,2024-03-28T16:00:00Z,89.4857,91.3613,89.3575,91.2307,1181739,FINANCIALS
GS,2024-03-28T16:00:00Z,108.2548,110.3172,107.5967,109.6506,730008,FINANCIALS
BAC,2024-03-28T16:00:00Z,123.6931,123.9415,123.5606,123.8088,761708,FINANCIALS
XOM,2024-03-28T16:00:00Z,171.2461,175.3449,169.6024,173.6779,1150295,ENERGY
CVX,2024-03-28T16:00:00Z,178.1447,179.1977,176.1626,177.2101,944699,ENERGY
KO,2024-03-28T16:00:00Z,184.4234,186.7476,183.7807,186.099,897681,STAPLES
PG,2024-03-28T16:00:00Z,236.525,241.7954,235.9342,241.193,1060176,STAPLES
AAPL,2024-03-29T16:00:00Z,41.3903,41.859,41.3274,41.7954,743519,TECH
MSFT,2024-03-29T16:00:00Z,58.301,58.3761,57.9444,58.0191,716104,TECH
NVDA,2024-03-29T16:00:00Z,65.5169,65.8658,65.3536,65.702,713670,TECH
JPM,2024-03-29T16:00:00Z,91.2109,92.005,91.1359,91.9293,1276010,FINANCIALS
GS,2024-03-29T16:00:00Z,109.5662,110.9437,109.5343,110.9114,1470486,FINANCIALS
BAC,2024-03-29T16:00:00Z,123.956,125.094,123.8835,125.0208,1567474,FINANCIALS
XOM,2024-03-29T16:00:00Z,173.8663,176.8281,173.2966,176.2506,1004451,ENERGY
CVX,2024-03-29T16:00:00Z,177.2359,177.2845,175.6561,175.7042,1406568,ENERGY
KO,2024-03-29T16:00:00Z,186.1796,187.8086,186.1568,187.7857,1086604,STAPLES
PG,2024-03-29T16:00:00Z,240.6607,243.3416,239.6183,242.2921,1502549,STAPLES
AAPL,2024-04-01T16:00:00Z,41.7294,42.1235,41.2766,41.6702,1149707,TECH
MSFT,2024-04-01T16:00:00Z,58.165,58.9927,57.4098,58.2365,916526,TECH
NVDA,2024-04-01T16:00:00Z,65.5456,65.9459,65.5401,65.9403,1559430,TECH
JPM,2024-04-01T16:00:00Z,91.8997,91.9816,91.5444,91.6261,908641,FINANCIALS
GS,2024-04-01T16:00:00Z,110.7883,111.3506,110.5898,111.1515,1482700,FINANCIALS
BAC,2024-04-01T16:00:00Z,124.8633,127.4224,124.7176,127.2739,1122725,FINANCIALS
XOM,2024-04-01T16:00:00Z,176.1513,176.945,172.9348,173.7175,1313415,ENERGY
CVX,2024-04-01T16:00:00Z,175.7169,178.008,174.805,177.089,954746,ENERGY
KO,2024-04-01T16:00:00Z,187.7362,188.432,186.3121,187.0051,1013898,STAPLES
PG,2024-04-01T16:00:00Z,242.658,243.3775,238.3557,239.0646,1422004,STAPLES
AAPL,2024-04-02T16:00:00Z,41.6886,42.3106,41.5367,42.157,1201865,TECH
MSFT,2024-04-02T16:00:00Z,58.2828,59.9963,58.1228,59.8321,801333,TECH
NVDA,2024-04-02T16:00:00Z,65.9865,66.0887,65.4587,65.5603,1091279,TECH
JPM,2024-04-02T16:00:00Z,91.672,91.6888,89.9842,90.0006,1160996,FINANCIALS
GS,2024-04-02T16:00:00Z,110.9231,112.7543,110.4893,112.3151,875334,FINANCIALS
BAC,2024-04-02T16:00:00Z,127.0583,127.1007,124.7901,124.8317,1595304,FINANCIALS
XOM,2024-04-02T16:00:00Z,173.9549,174.1747,171.7115,171.9287,1531067,ENERGY
CVX,2024-04-02T16:00:00Z,177.6165,180.6135,175.9843,178.9688,762317,ENERGY
KO,2024-04-02T16:00:00Z,186.7716,189.9744,186.4915,189.6899,1295839,STAPLES
PG,2024-04-02T16:00:00Z,239.4509,241.2115,235.4121,237.1558,1242895,STAPLES
AAPL,2024-04-03T16:00:00Z,42.0736,42.5991,42.0582,42.5835,1283139,TECH
MSFT,2024-04-03T16:00:00Z,59.8542,59.9711,58.2734,58.3875,1174473,TECH
NVDA,2024-04-03T16:00:00Z,65.6612,66.2909,63.0804,63.6911,1115352,TECH
JPM,2024-04-03T16:00:00Z,90.0037,91.2871,89.6235,90.9032,832874,FINANCIALS
GS,2024-04-03T16:00:00Z,112.4222,113.1112,111.0329,111.7176,1597330,FINANCIALS
BAC,2024-04-03T16:00:00Z,124.5695,125.7882,124.2277,125.4441,1202993,FINANCIALS
XOM,2024-04-03T16:00:00Z,172.0516,172.3624,167.0716,167.374,1042509,ENERGY
CVX,2024-04-03T16:00:00Z,178.9886,179.8671,177.4824,178.3578,1384139,ENERGY
KO,2024-04-03T16:00:00Z,190.1267,191.1921,189.3295,190.3937,970294,STAPLES
PG,2024-04-03T16:00:00Z,237.042,238.4309,234.9676,236.3524,1037849,STAPLES
AAPL,2024-04-04T16:00:00Z,42.5451,43.088,42.343,42.8842,723414,TECH
MSFT,2024-04-04T16:00:00Z,58.4156,59.9465,58.0097,59.5329,1220981,TECH
NVDA,2024-04-04T16:00:00Z,63.7162,64.0931,62.9697,63.3444,786456,TECH
JPM,2024-04-04T16:00:00Z,90.8741,91.962,90.4205,91.5052,798733,FINANCIALS
GS,2024-04-04T16:00:00Z,111.5233,112.0903,111.5027,112.0696,848101,FINANCIALS
BAC,2024-04-04T16:00:00Z,125.2397,126.2861,125.2306,126.2769,924395,FINANCIALS
XOM,2024-04-04T16:00:00Z,167.2452,167.4034,167.2297,167.3878,1477434,ENERGY
CVX,2024-04-04T16:00:00Z,178.0339,180.7671,177.3781,180.1037,1508003,ENERGY
KO,2024-04-04T16:00:00Z,190.5935,192.0257,190.5757,192.0077,1019065,STAPLES
PG,2024-04-04T16:00:00Z,236.3665,237.1355,236.2547,237.0234,993655,STAPLES
AAPL,2024-04-05T16:00:00Z,42.8687,43.8612,42.7623,43.7526,895668,TECH
MSFT,2024-04-05T16:00:00Z,59.5053,59.7278,59.0383,59.2598,820029,TECH
NVDA,2024-04-05T16:00:00Z,63.3807,64.3024,63.0029,63.9213,1015774,TECH
JPM,2024-04-05T16:00:00Z,91.3917,92.8368,91.0842,92.5254,1364569,FINANCIALS
GS,2024-04-05T16:00:00Z,111.8719,113.4712,111.5228,113.1182,1428869,FINANCIALS
BAC,2024-04-05T16:00:00Z,126.5534,128.3956,126.05,127.8869,1094641,FINANCIALS
XOM,2024-04-05T16:00:00Z,167.2977,168.2472,167.1304,168.0791,841301,ENERGY
CVX,2024-04-05T16:00:00Z,180.1559,180.4367,179.0935,179.3731,1272575,ENERGY
KO,2024-04-05T16:00:00Z,191.6924,192.1856,190.0534,190.5437,723175,STAPLES
PG,2024-04-05T16:00:00Z,236.8161,236.9228,236.341,236.4475,959885,STAPLES
AAPL,2024-04-08T16:00:00Z,43.8287,43.995,42.5831,42.7453,1495625,TECH
MSFT,2024-04-08T16:00:00Z,59.3541,59.3801,58.4085,58.4342,785682,TECH
NVDA,2024-04-08T16:00:00Z,63.8843,64.4734,63.6371,64.2249,1108381,TECH
JPM,2024-04-08T16:00:00Z,92.6072,92.7599,90.4181,90.5674,866709,FINANCIALS
GS,2024-04-08T16:00:00Z,113.0262,113.0956,112.8533,112.9226,753794,FINANCIALS
BAC,2024-04-08T16:00:00Z,128.066,128.1738,126.7325,126.8392,895194,FINANCIALS
XOM,2024-04-08T16:00:00Z,168.0214,168.6747,167.5769,168.2296,742151,ENERGY
CVX,2024-04-08T16:00:00Z,179.1662,179.2861,176.2123,176.3302,1588840,ENERGY
KO,2024-04-08T16:00:00Z,190.6945,193.024,190.2219,192.5469,1333649,STAPLES
PG,2024-04-08T16:00:00Z,236.6708,242.3461,235.187,240.8361,1536760,STAPLES
AAPL,2024-04-09T16:00:00Z,42.7412,42.7417,42.3529,42.3534,1306580,TECH
MSFT,2024-04-09T16:00:00Z,58.4842,59.7742,58.0269,59.3104,1555014,TECH
NVDA,2024-04-09T16:00:00Z,64.378,64.4092,64.0964,64.1274,1345501,TECH
JPM,2024-04-09T16:00:00Z,90.7596,90.7731,89.848,89.8613,1244405,FINANCIALS
GS,2024-04-09T16:00:00Z,113.0405,113.5094,111.6184,112.0833,1273048,FINANCIALS
BAC,2024-04-09T16:00:00Z,127.0495,127.1704,126.4801,126.6006,984590,FINANCIALS
XOM,2024-04-09T16:00:00Z,168.0998,168.6255,166.9161,167.4397,1000407,ENERGY
CVX,2024-04-09T16:00:00Z,176.3817,178.2513,176.3492,178.2184,1541344,ENERGY
KO,2024-04-09T16:00:00Z,192.6459,194.0387,191.7921,193.1825,1172299,STAPLES
PG,2024-04-09T16:00:00Z,240.9466,241.5435,239.4926,240.0874,1318624,STAPLES
AAPL,2024-04-10T16:00:00Z,42.3827,42.5631,42.1148,42.2948,1146145,TECH
MSFT,2024-04-10T16:00:00Z,59.2468,59.828,59.1873,59.768,710694,TECH
NVDA,2024-04-10T16:00:00Z,64.106,64.1568,63.1583,63.2084,1407605,TECH
JPM,2024-04-10T16:00:00Z,89.7323,91.0534,89.5157,90.8341,739956,FINANCIALS
GS,2024-04-10T16:00:00Z,112.0772,112.1807,111.4019,111.5049,771112,FINANCIALS
BAC,2024-04-10T16:00:00Z,126.4993,126.669,123.0438,123.209,1313383,FINANCIALS
XOM,2024-04-10T16:00:00Z,167.6592,169.2593,167.1307,168.7275,1161389,ENERGY
CVX,2024-04-10T16:00:00Z,178.2068,178.3759,177.6053,177.774,928417,ENERGY
KO,2024-04-10T16:00:00Z,193.4492,194.3489,191.0068,191.8993,1454246,STAPLES
PG,2024-04-10T16:00:00Z,239.2724,239.7852,234.2187,234.7217,1486133,STAPLES
AAPL,2024-04-11T16:00:00Z,42.2242,42.6344,42.1178,42.5272,1193154,TECH
MSFT,2024-04-11T16:00:00Z,59.8299,60.8864,59.6352,60.6888,1304461,TECH
NVDA,2024-04-11T16:00:00Z,63.3052,64.1844,63.028,63.9045,1060084,TECH
JPM,2024-04-11T16:00:00Z,90.8672,92.1789,90.2258,91.5329,820809,FINANCIALS
GS,2024-04-11T16:00:00Z,111.4729,112.3623,111.1826,112.0704,1034326,FINANCIALS
BAC,2024-04-11T16:00:00Z,123.4945,123.9575,120.7803,121.2349,1458494,FINANCIALS
XOM,2024-04-11T16:00:00Z,168.7782,174.1644,168.489,173.8665,757051,ENERGY
CVX,2024-04-11T16:00:00Z,177.6035,179.9797,177.1701,179.5416,1076932,ENERGY
KO,2024-04-11T16:00:00Z,191.7417,194.6622,190.9854,193.8975,1315262,STAPLES
PG,2024-04-11T16:00:00Z,234.5527,240.3699,234.3306,240.1424,1565207,STAPLES
AAPL,2024-04-12T16:00:00Z,42.4979,43.2834,42.3021,43.0849,1049217,TECH
MSFT,2024-04-12T16:00:00Z,60.7272,61.2235,60.4582,60.9535,1157379,TECH
NVDA,2024-04-12T16:00:00Z,63.8396,64.1253,63.825,64.1107,1005515,TECH
JPM,2024-04-12T16:00:00Z,91.406,91.4109,91.0509,91.0558,1324556,FINANCIALS
GS,2024-04-12T16:00:00Z,111.9748,112.6928,111.411,112.1282,1405304,FINANCIALS
BAC,2024-04-12T16:00:00Z,121.4592,122.4565,121.4347,122.4318,1372758,FINANCIALS
XOM,2024-04-12T16:00:00Z,173.7292,174.5648,171.4595,172.2881,1165426,ENERGY
CVX,2024-04-12T16:00:00Z,179.79,180.3577,179.4757,180.043,1552170,ENERGY
KO,2024-04-12T16:00:00Z,193.9186,194.4914,191.1807,191.747,1260505,STAPLES
PG,2024-04-12T16:00:00Z,240.3021,241.6334,237.0252,238.3457,1301377,STAPLES
AAPL,2024-04-15T16:00:00Z,43.139,43.1858,42.7982,42.8446,1495324,TECH
MSFT,2024-04-15T16:00:00Z,60.8834,61.2757,60.5062,60.8984,867425,TECH
NVDA,2024-04-15T16:00:00Z,64.174,65.183,64.067,65.0744,1004950,TECH
JPM,2024-04-15T16:00:00Z,91.0167,91.2975,88.9169,89.1921,1519709,FINANCIALS
GS,2024-04-15T16:00:00Z,112.0881,115.3831,110.8778,114.1505,1573932,FINANCIALS
BAC,2024-04-15T16:00:00Z,122.4152,123.0422,122.1114,122.7376,1230688,FINANCIALS
XOM,2024-04-15T16:00:00Z,172.5546,173.0916,169.0532,169.581,965774,ENERGY
CVX,2024-04-15T16:00:00Z,179.8383,180.5959,175.7054,176.4487,1417844,ENERGY
KO,2024-04-15T16:00:00Z,192.146,195.8121,190.8475,194.4977,935001,STAPLES
PG,2024-04-15T16:00:00Z,237.8177,241.4535,236.2531,239.8754,1245096,STAPLES
AAPL,2024-04-16T16:00:00Z,42.8092,43.4955,42.6614,43.3459,1136690,TECH
MSFT,2024-04-16T16:00:00Z,60.967,60.9955,60.9301,60.9586,1560073,TECH
NVDA,2024-04-16T16:00:00Z,64.9547,65.3538,64.8095,65.2081,1553058,TECH
JPM,2024-04-16T16:00:00Z,89.0734,89.2068,88.9235,89.0569,1012868,FINANCIALS
GS,2024-04-16T16:00:00Z,114.1658,115.1203,114.1095,115.0636,854038,FINANCIALS
BAC,2024-04-16T16:00:00Z,122.7496,122.7791,121.6237,121.6529,1572135,FINANCIALS
XOM,2024-04-16T16:00:00Z,169.6187,169.8992,168.887,169.1668,1400398,ENERGY
CVX,2024-04-16T16:00:00Z,176.6796,178.5648,175.7135,177.5938,1598572,ENERGY
KO,2024-04-16T16:00:00Z,194.7436,197.2532,194.4149,196.9208,1142635,STAPLES
PG,2024-04-16T16:00:00Z,239.8997,240.0834,239.1145,239.2977,1402671,STAPLES
AAPL,2024-04-17T16:00:00Z,43.385,44.5429,43.3405,44.4972,1144512,TECH
MSFT,2024-04-17T16:00:00Z,60.9237,62.3438,60.6517,62.0666,1189241,TECH
NVDA,2024-04-17T16:00:00Z,65.2568,65.3158,64.9305,64.9893,1000105,TECH
JPM,2024-04-17T16:00:00Z,88.9229,89.8962,88.6619,89.6332,1591146,FINANCIALS
GS,2024-04-17T16:00:00Z,115.3622,117.2534,115.0824,116.9698,946510,FINANCIALS
BAC,2024-04-17T16:00:00Z,121.4868,127.59,120.9743,127.054,1308758,FINANCIALS
XOM,2024-04-17T16:00:00Z,168.9653,171.7817,168.5626,171.3733,883811,ENERGY
CVX,2024-04-17T16:00:00Z,177.4674,178.1425,177.4136,178.0885,958397,ENERGY
KO,2024-04-17T16:00:00Z,196.3513,197.0398,195.7024,196.3908,1039289,STAPLES
PG,2024-04-17T16:00:00Z,239.2961,241.7698,237.4928,239.9616,1146879,STAPLES
AAPL,2024-04-18T16:00:00Z,44.5259,44.6157,43.8604,43.9491,804738,TECH
MSFT,2024-04-18T16:00:00Z,61.9976,62.0695,61.1176,61.1886,1302371,TECH
NVDA,2024-04-18T16:00:00Z,65.0259,66.3298,64.9832,66.2863,1016948,TECH
JPM,2024-04-18T16:00:00Z,89.7869,90.2997,89.7739,90.2865,1153686,FINANCIALS
GS,2024-04-18T16:00:00Z,117.2151,117.2799,115.3051,115.3689,1539172,FINANCIALS
BAC,2024-04-18T16:00:00Z,126.9066,127.1501,126.4235,126.6666,712594,FINANCIALS
XOM,2024-04-18T16:00:00Z,171.3028,172.7914,170.7752,172.2609,935736,ENERGY
CVX,2024-04-18T16:00:00Z,177.9917,178.1734,177.4938,177.6751,739666,ENERGY
KO,2024-04-18T16:00:00Z,196.4893,196.5142,195.031,195.0557,1265130,STAPLES
PG,2024-04-18T16:00:00Z,240.2978,241.6397,238.7847,240.1257,1088631,STAPLES
AAPL,2024-04-19T16:00:00Z,43.9767,44.9013,43.7579,44.679,1449547,TECH
MSFT,2024-04-19T16:00:00Z,61.1138,61.4058,59.6084,59.8945,1222185,TECH
NVDA,2024-04-19T16:00:00Z,66.3472,66.3892,66.0469,66.0887,828508,TECH
JPM,2024-04-19T16:00:00Z,90.3093,90.4941,90.1695,90.3542,912156,FINANCIALS
GS,2024-04-19T16:00:00Z,115.2985,117.2675,115.1401,117.1066,1368131,FINANCIALS
BAC,2024-04-19T16:00:00Z,126.2601,128.2023,125.7226,127.6588,845555,FINANCIALS
XOM,2024-04-19T16:00:00Z,171.848,172.5551,168.987,169.6852,1092628,ENERGY
CVX,2024-04-19T16:00:00Z,177.8628,178.4605,177.7294,178.3268,1019328,ENERGY
KO,2024-04-19T16:00:00Z,194.8484,196.63,194.8068,196.588,1069196,STAPLES
PG,2024-04-19T16:00:00Z,240.3772,240.4351,239.342,239.3997,1591719,STAPLES
AAPL,2024-04-22T16:00:00Z,44.6606,44.7227,44.1413,44.2028,1141208,TECH
MSFT,2024-04-22T16:00:00Z,59.8896,60.7322,59.7714,60.6126,810910,TECH
NVDA,2024-04-22T16:00:00Z,65.9324,66.3373,65.0365,65.4384,1443004,TECH
JPM,2024-04-22T16:00:00Z,90.3669,90.6679,89.9251,90.2256,1552625,FINANCIALS
GS,2024-04-22T16:00:00Z,117.0555,118.9836,116.9008,118.8265,1457888,FINANCIALS
BAC,2024-04-22T16:00:00Z,127.6553,127.7021,126.2747,126.321,927650,FINANCIALS
XOM,2024-04-22T16:00:00Z,170.0374,170.6118,169.0799,169.6531,743715,ENERGY
CVX,2024-04-22T16:00:00Z,178.0749,178.835,177.6389,178.3982,1131790,ENERGY
KO,2024-04-22T16:00:00Z,196.9923,197.7924,195.0663,195.8619,875764,STAPLES
PG,2024-04-22T16:00:00Z,239.4334,242.2668,237.9152,240.7403,1155295,STAPLES
AAPL,2024-04-23T16:00:00Z,44.3092,44.4293,43.925,44.0443,833099,TECH
MSFT,2024-04-23T16:00:00Z,60.7364,61.0168,59.272,59.5469,1043273,TECH
NVDA,2024-04-23T16:00:00Z,65.4902,65.7216,64.7505,64.9802,906492,TECH
JPM,2024-04-23T16:00:00Z,90.2701,90.5182,88.4334,88.6771,1300836,FINANCIALS
GS,2024-04-23T16:00:00Z,118.8152,119.1355,118.6023,118.9224,951505,FINANCIALS
BAC,2024-04-23T16:00:00Z,126.2599,126.6808,125.3895,125.8089,1486384,FINANCIALS
XOM,2024-04-23T16:00:00Z,169.4802,169.7128,166.9861,167.2156,717052,ENERGY
CVX,2024-04-23T16:00:00Z,178.3872,179.6679,173.0841,174.3357,1208778,ENERGY
KO,2024-04-23T16:00:00Z,196.104,197.7723,195.6408,197.3062,1044474,STAPLES
PG,2024-04-23T16:00:00Z,240.5424,241.0564,237.9758,238.4854,1454795,STAPLES
AAPL,2024-04-24T16:00:00Z,44.0367,44.4114,43.2596,43.6309,1413932,TECH
MSFT,2024-04-24T16:00:00Z,59.5906,59.6707,58.9484,59.0277,1080930,TECH
NVDA,2024-04-24T16:00:00Z,64.9975,65.294,64.9699,65.2662,1372022,TECH
JPM,2024-04-24T16:00:00Z,88.82,90.0393,88.2321,89.4472,841327,FINANCIALS
GS,2024-04-24T16:00:00Z,118.979,120.8989,118.8062,120.7236,1464377,FINANCIALS
BAC,2024-04-24T16:00:00Z,125.8202,128.5466,124.9479,127.6616,1505521,FINANCIALS
XOM,2024-04-24T16:00:00Z,167.1353,167.1527,165.0532,165.0704,1400188,ENERGY
CVX,2024-04-24T16:00:00Z,174.2481,178.0137,173.8396,177.5973,892371,ENERGY
KO,2024-04-24T16:00:00Z,197.0624,197.9296,194.6197,195.4799,705863,STAPLES
PG,2024-04-24T16:00:00Z,238.6078,239.0808,237.0961,237.567,1091987,STAPLES
AAPL,2024-04-25T16:00:00Z,43.599,44.2198,43.3286,43.9473,1409982,TECH
MSFT,2024-04-25T16:00:00Z,59.1096,59.52,59.0342,59.4442,1298352,TECH
NVDA,2024-04-25T16:00:00Z,65.2349,66.2489,65.1446,66.1573,1546384,TECH
JPM,2024-04-25T16:00:00Z,89.4137,91.1641,89.3589,91.1082,1373319,FINANCIALS
GS,2024-04-25T16:00:00Z,120.8804,121.2816,120.7136,121.1144,815794,FINANCIALS
BAC,2024-04-25T16:00:00Z,127.8146,127.8158,127.0186,127.0197,887972,FINANCIALS
XOM,2024-04-25T16:00:00Z,165.0698,168.1407,164.6505,167.7148,1461562,ENERGY
CVX,2024-04-25T16:00:00Z,177.7682,178.7204,174.0281,174.9652,1540928,ENERGY
KO,2024-04-25T16:00:00Z,195.6371,196.8886,195.3117,196.5616,908121,STAPLES
PG,2024-04-25T16:00:00Z,237.7448,238.6402,237.3952,238.2898,1350979,STAPLES
AAPL,2024-04-26T16:00:00Z,44.0104,44.9531,43.892,44.8325,1396680,TECH
MSFT,2024-04-26T16:00:00Z,59.4443,59.5125,58.9295,58.9973,1245538,TECH
NVDA,2024-04-26T16:00:00Z,66.1657,66.9904,66.0154,66.8385,1400894,TECH
JPM,2024-04-26T16:00:00Z,90.9791,91.9074,90.8351,91.7622,1372530,FINANCIALS
GS,2024-04-26T16:00:00Z,121.4472,122.7936,121.3471,122.6925,820612,FINANCIALS
BAC,2024-04-26T16:00:00Z,126.9723,129.6126,126.3442,128.9747,1454145,FINANCIALS
XOM,2024-04-26T16:00:00Z,167.8975,170.5174,167.2158,169.8279,1492561,ENERGY
CVX,2024-04-26T16:00:00Z,175.174,175.4853,172.4958,172.8028,859078,ENERGY
KO,2024-04-26T16:00:00Z,196.5193,197.1695,195.607,196.2563,898490,STAPLES
PG,2024-04-26T16:00:00Z,238.8004,239.5126,238.5047,239.2165,996054,STAPLES
AAPL,2024-04-29T16:00:00Z,44.8723,44.915,44.4235,44.4658,1292335,TECH
MSFT,2024-04-29T16:00:00Z,58.9997,60.0214,58.8925,59.9125,1260608,TECH
NVDA,2024-04-29T16:00:00Z,66.958,67.3174,65.823,66.1782,908038,TECH
JPM,2024-04-29T16:00:00Z,91.6366,94.1599,91.5489,94.0699,906015,FINANCIALS
GS,2024-04-29T16:00:00Z,122.5341,123.9641,122.2023,123.6293,1109804,FINANCIALS
BAC,2024-04-29T16:00:00Z,129.2159,129.7193,128.5732,129.0761,1274996,FINANCIALS
XOM,2024-04-29T16:00:00Z,169.5657,170.0507,167.4482,167.9285,1135592,ENERGY
CVX,2024-04-29T16:00:00Z,172.71,172.9588,172.3205,172.5691,1102723,ENERGY
KO,2024-04-29T16:00:00Z,196.4183,198.0114,196.2498,197.8417,912432,STAPLES
PG,2024-04-29T16:00:00Z,239.1623,241.8125,238.9563,241.6044,798321,STAPLES
AAPL,2024-04-30T16:00:00Z,44.4622,44.7153,43.9624,44.2142,1464869,TECH
MSFT,2024-04-30T16:00:00Z,59.9693,60.1912,57.6513,57.8655,1260505,TECH
NVDA,2024-04-30T16:00:00Z,66.1078,67.1929,65.7979,66.8795,1323303,TECH
JPM,2024-04-30T16:00:00Z,94.0673,94.7157,93.9822,94.6301,1422949,FINANCIALS
GS,2024-04-30T16:00:00Z,123.4119,124.3799,122.9037,123.8698,1190323,FINANCIALS
BAC,2024-04-30T16:00:00Z,128.9118,130.3609,128.3546,129.7998,1196005,FINANCIALS
XOM,2024-04-30T16:00:00Z,167.733,170.4319,167.4671,170.1621,1190791,ENERGY
CVX,2024-04-30T16:00:00Z,172.42,173.8814,172.4019,173.8631,1422763,ENERGY
KO,2024-04-30T16:00:00Z,197.7358,198.3045,197.1498,197.7184,1443140,STAPLES
PG,2024-04-30T16:00:00Z,242.2368,242.2765,239.0618,239.101,798234,STAPLES
AAPL,2024-05-01T16:00:00Z,44.0873,44.3036,43.1366,43.3492,870347,TECH
MSFT,2024-05-01T16:00:00Z,58.0022,59.4298,57.9612,59.3878,1249939,TECH
NVDA,2024-05-01T16:00:00Z,66.9117,67.0356,66.1268,66.2496,1187611,TECH
JPM,2024-05-01T16:00:00Z,94.4739,94.4988,93.1589,93.1835,989563,FINANCIALS
GS,2024-05-01T16:00:00Z,123.7201,124.8467,123.4061,124.5306,839914,FINANCIALS
BAC,2024-05-01T16:00:00Z,129.8302,129.9818,128.2613,128.4112,1092076,FINANCIALS
XOM,2024-05-01T16:00:00Z,169.8215,170.0167,167.9533,168.1466,825884,ENERGY
